approach,D,W,F,profile,p_read,p_write,p_mkdir,p_ls,p_mv,p_find,dist,zipf_s,locality,ops,repeats,avg_latency_us,p99_latency_us,throughput_ops_sec,memory_bytes,avg_latency_us_std,p99_latency_us_std,throughput_ops_sec_std,memory_bytes_std
case_a,15,30,0.6,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,zipf,2,0.8,5000,7,11.3793,400.714,90122,110733,1.97291,58.36,16597.8,89.6261
case_a,15,30,0.95,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,uniform,1.5,0,5000,7,2.57977,26.0857,389950,125979,0.335847,9.18321,51330.5,40280.3
case_a,15,30,0.95,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,zipf,1.5,0.3,5000,7,16.253,460.957,61921.6,127423,1.53288,23.7181,5984.53,40241.4
case_a,15,30,0.95,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,zipf,2,0.8,5000,7,12.6656,429.386,81490.4,112592,2.38456,65.8035,17053.1,91.4731
case_a,15,100,0.3,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,uniform,1.5,0,5000,7,1.29659,12.7143,762602,247911,0.112275,1.9853,59051.9,51972
case_a,15,100,0.3,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,zipf,1.5,0.3,5000,7,30.385,1062.31,33056.6,249564,2.31767,31.8863,2610.8,51950.1
case_a,15,100,0.3,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,zipf,2,0.8,5000,7,28.6705,1011.84,38052.7,295578,9.36943,83.477,11776.9,52005
case_a,15,100,0.6,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,uniform,1.5,0,5000,7,1.5782,19.8,629271,252438,0.14734,4.83804,59696.3,52038.6
case_a,15,100,0.6,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,zipf,1.5,0.3,5000,7,33.2822,1073.17,30219.6,254798,2.9425,27.4697,2566.23,52022.4
case_a,15,100,0.6,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,zipf,2,0.8,5000,7,28.4707,998.229,38207,300896,9.03086,79.6422,11725,51834.5
case_a,15,100,0.95,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,uniform,1.5,0,5000,7,3.84062,56.6429,261982,258194,0.46996,15.9204,29905,51999.2
case_a,15,100,0.95,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,zipf,1.5,0.3,5000,7,37.432,1076.76,26939.2,260977,3.884,26.0718,2711.64,51951.1
case_a,15,100,0.95,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,zipf,2,0.8,5000,7,29.9192,1018.07,37384.7,307138,9.87661,66.8883,14607.8,52033.4
case_a,15,300,0.3,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,uniform,1.5,0,5000,7,1.48354,13.2429,677015,546702,0.254272,2.16245,90384.8,284.777
case_a,15,300,0.3,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,zipf,1.5,0.3,5000,7,87.099,2775.97,11591.1,549345,8.99774,39.6504,1281.29,630.272
case_a,15,300,0.3,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,zipf,2,0.8,5000,7,74.5426,2734.73,14409.9,549777,20.3597,73.082,4370.79,618.352
case_a,15,300,0.6,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,uniform,1.5,0,5000,7,1.86471,21.7857,540186,562136,0.298247,4.45961,77422.3,257.903
case_a,15,300,0.6,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,zipf,1.5,0.3,5000,7,90.5951,2901.89,11225.6,565398,12.1268,42.1304,1677.43,311.657
case_a,15,300,0.6,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,zipf,2,0.8,5000,7,76.9999,2843.9,14122,565881,22.779,89.677,4628.76,278.738
case_a,15,300,0.95,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,uniform,1.5,0,5000,7,5.70532,103.929,176829,580956,0.702644,12.8234,21483.5,374.328
case_a,15,300,0.95,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,zipf,1.5,0.3,5000,7,97.6599,3065.81,10366.2,584285,12.1213,28.804,1216.29,163.624
case_a,15,300,0.95,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,zipf,2,0.8,5000,7,85.6758,2981.6,12334.8,584781,20.2403,50.2474,3345.3,211.033
case_a,2,10,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.736626,8.42857,1.32394e+06,106901,0.0570757,1.5882,104472,29.8608
case_a,2,10,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,5.87996,148.057,170432,106886,0.503795,7.80979,13667.4,49.1172
case_a,2,10,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,5.44662,142.5,184031,106892,0.468681,6.69477,16233.4,41.8071
case_a,2,10,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.786957,9.48571,1.24431e+06,106930,0.0711607,2.0772,111151,27.7549
case_a,2,10,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,5.87202,144.614,170793,106924,0.524008,5.07163,14835.7,46.8402
case_a,2,10,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,5.85502,149.386,172497,106932,0.725169,13.4012,22133.3,43.4837
case_a,2,10,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.828589,10,1.18967e+06,106960,0.102293,1.72723,141534,31.0081
case_a,2,10,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,6.13929,142.7,163765,106962,0.616141,9.51402,17143.6,54.1941
case_a,2,10,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,5.7043,146.186,177230,106989,0.814335,5.98538,21311.9,38.1051
case_a,2,30,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.619414,6.17143,1.57007e+06,106962,0.0598774,0.612955,146533,47.9166
case_a,2,30,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,6.76631,161.943,148250,106964,0.597712,12.3387,12531.6,70.9378
case_a,2,30,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,6.61081,166.786,152570,106993,0.806353,10.2879,17363.8,62.0215
case_a,2,30,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.717903,7.88571,1.36157e+06,107057,0.0713246,0.614894,131319,24.7857
case_a,2,30,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,7.36582,173.671,135730,107102,0.434953,5.23918,7608.05,50.6869
case_a,2,30,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,6.99299,172.471,144084,107163,0.799995,10.2401,15719.9,41.8808
case_a,2,30,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.903351,11.9857,1.08752e+06,107192,0.0822343,1.87743,99187.5,34.7755
case_a,2,30,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,7.74895,172.157,129431,107343,0.635419,10.8525,10776.1,42.109
case_a,2,30,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,7.55968,170.529,135328,107411,1.37761,13.6052,22179.5,38.5054
case_a,2,100,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.601731,4.14286,1.62111e+06,107203,0.0761665,0.41975,171145,69.205
case_a,2,100,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,11.3355,241.043,88649.8,107404,1.02777,13.4803,7788.08,106.152
case_a,2,100,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,10.8277,228.2,94957,107465,2.07745,6.53631,17182.4,102.518
case_a,2,100,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.650791,5.45714,1.51669e+06,107742,0.105037,0.489412,233750,88.4355
case_a,2,100,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,11.5998,240.9,86357.6,108071,0.753095,8.89775,5628.96,79.4879
case_a,2,100,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,11.3476,235.286,91267,108161,2.42033,7.75616,18184,80.3876
case_a,2,100,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.95942,12.4571,1.02458e+06,108394,0.0811986,1.92168,83933.2,51.7446
case_a,2,100,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,12.1198,239.029,82676.9,108853,0.826077,12.1967,5464.15,75.5326
case_a,2,100,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,11.5024,235.5,89786.2,108953,2.38159,11.5262,17159.4,65.5604
case_a,2,300,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.627654,3.24286,1.54979e+06,108319,0.0560672,0.359894,138924,135.632
case_a,2,300,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,23.2097,438.029,43165.3,108790,1.36257,11.1597,2407.06,156.999
case_a,2,300,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,22.9869,439.657,45208.8,108892,5.0541,10.99,9322.52,138.872
case_a,2,300,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.719777,4.1,1.38167e+06,110272,0.147085,0.288675,200989,202.056
case_a,2,300,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,24.3461,449.086,41128.8,110890,1.25737,11.6725,2067.99,96.9966
case_a,2,300,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,22.5471,435.243,45757.8,111005,4.52458,13.1584,8478.9,89.9398
case_a,2,300,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.22149,14.0571,823509,112649,0.20718,2.289,138394,162.461
case_a,2,300,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,25.4307,457.129,39392.7,113361,1.42899,33.3389,2188.47,77.8096
case_a,2,300,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,23.567,444.457,43807.3,113478,4.83756,11.5114,8123.99,62.494
case_a,5,10,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.848629,9.41429,1.1597e+06,106939,0.0910131,0.740335,124749,35.473
case_a,5,10,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,6.96368,158.171,144158,106949,0.650556,6.22782,12659.9,61.8385
case_a,5,10,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,5.96185,159.043,168692,106970,0.637372,11.8092,17328.9,56.319
case_a,5,10,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.874857,10.4429,1.12593e+06,107015,0.101165,1.33274,124115,40.1974
case_a,5,10,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,7.45615,165.514,134713,107032,0.737198,16.2495,11883.2,61.9597
case_a,5,10,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,6.37823,162.271,157299,107065,0.589624,5.08256,13407,59.2523
case_a,5,10,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.09755,15.6857,902864,107105,0.129178,2.95208,101213,33.4215
case_a,5,10,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,8.09469,163.929,124128,107197,0.768347,10.5215,11541,42.332
case_a,5,10,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,7.44749,174.057,135597,107247,0.897368,13.1333,16748.2,42.1565
case_a,5,30,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.792537,8.45714,1.23128e+06,107119,0.0521695,1.13997,75627.2,60.378
case_a,5,30,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,10.0067,214.786,100262,107216,0.808784,10.1655,7999.17,71.1805
case_a,5,30,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,9.38477,216.2,107789,107244,1.21232,7.1419,13483.4,72.8377
case_a,5,30,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.976094,12.2571,1.01173e+06,107466,0.10378,1.0937,109498,27.0031
case_a,5,30,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,10.5963,221.886,94504.2,107694,0.680263,14.5169,6047.64,71.7774
case_a,5,30,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,10.6522,219.157,95073.9,107766,1.34683,11.0976,12924.2,86.6554
case_a,5,30,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.32225,20.9143,751674,107899,0.141549,6.32757,87982.3,65.284
case_a,5,30,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,11.8332,227.929,84587.7,108280,0.674922,12.5347,4838.09,46.0796
case_a,5,30,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,11.164,220.843,92459.8,108351,2.36232,15.4482,17167.8,51.4247
case_a,5,100,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.783017,7.94286,1.25611e+06,108041,0.0961921,1.25679,135048,135.605
case_a,5,100,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,21.8587,409.643,45979.7,108434,1.85651,12.9182,3843.66,143.179
case_a,5,100,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,21.6157,391.957,47717.7,108529,4.18962,16.9289,9147.55,125.966
case_a,5,100,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.902474,10.8286,1.11174e+06,109608,0.188497,1.43145,173144,132.065
case_a,5,100,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,22.3301,410.6,44874.8,110138,1.34817,11.6204,2665.61,172.179
case_a,5,100,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,22.2495,401.171,46014.3,110247,3.70468,8.1414,7901.25,172.198
case_a,5,100,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.76289,34.8429,563193,111504,0.133325,8.38468,44064.9,96.5298
case_a,5,100,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,24.2625,411.457,41383.7,112227,1.86775,14.0865,3115.51,92.2939
case_a,5,100,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,21.9275,393.171,46897.7,112344,3.98568,11.6601,8668.79,70.899
case_a,5,300,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.869549,6.92857,1.12905e+06,217671,0.0835073,0.612955,99462.2,168.724
case_a,5,300,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,53.5309,928.729,18701.7,218426,2.27473,16.1929,801.162,211.465
case_a,5,300,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,51.4279,920.9,20126.9,218582,10.0836,22.2148,4145.06,205.921
case_a,5,300,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.03788,10.6571,959048,222871,0.160483,1.00806,118651,209.85
case_a,5,300,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,56.8268,972.543,17612.2,223730,2.12809,17.8839,693.14,234.006
case_a,5,300,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,54.066,956.257,19120.2,223893,10.1145,25.8869,3976.62,229.35
case_a,5,300,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,2.74397,49.3286,372474,229273,0.496384,7.60849,72488.6,94.1161
case_a,5,300,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,5388.18,1188.34,13058.5,230096,14072.6,517.601,6423.27,94.9763
case_a,5,300,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,55.3276,992.771,18801.3,230257,11.7529,39.0178,4070.13,110.389
case_a,10,10,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.15201,15.3,861661,107018,0.138655,4.41928,103293,31.4298
case_a,10,10,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,9.12688,194.429,110071,107103,0.83531,10.0806,9881.36,77.8856
case_a,10,10,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,7.75033,188.7,130833,107136,1.0932,15.5047,18141.1,66.3262
case_a,10,10,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.3595,21.3,734478,107178,0.17039,4.3909,102139,43.7836
case_a,10,10,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,9.82993,193.986,102152,107326,0.85721,13.2433,8865.47,62.7827
case_a,10,10,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,9.18517,201.943,115436,107371,2.94385,41.2218,25441.2,56.8243
case_a,10,10,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.69394,36.5286,592938,107423,0.257006,8.26271,82952.9,51.3452
case_a,10,10,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,11.2281,195.443,89240.7,107676,0.763584,10.8311,6123.27,54.687
case_a,10,10,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,10.6244,216.357,96206.9,107738,1.61584,39.3279,17927,63.9166
case_a,10,30,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.10875,14.6143,892097,107439,0.118944,2.65922,89284.7,57.3295
case_a,10,30,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,15.0279,297.5,66767.8,107716,1.10716,11.7229,5128.76,98.8113
case_a,10,30,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,16.8449,345.786,60353.1,107767,2.3914,42.6601,8840.41,85.9612
case_a,10,30,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,2.12927,30.7714,482011,108277,0.419767,7.77447,116434,90.7331
case_a,10,30,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,25.253,480.643,44794.4,108694,11.9815,280.483,13465.2,146.579
case_a,10,30,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,17.7485,325.5,59452.9,108804,4.87764,38.4315,13847.9,151.665
case_a,10,30,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,2.45857,57,411076,109335,0.342823,27.4968,67872.3,100.657
case_a,10,30,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,21.0313,337,48061.3,109891,2.50971,24.2957,5591.13,70.9577
case_a,10,30,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,17.4806,306.086,58821.3,109989,3.44181,12.4477,10184.2,77.4091
case_a,10,100,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.13041,15.0143,872570,216106,0.0988067,1.66676,71764.7,152.82
case_a,10,100,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,38.7193,692.4,26019.4,216634,3.67486,15.656,2556.96,174.353
case_a,10,100,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,77.543,1631.84,18321.9,216761,63.2,1882.24,9866.57,179.305
case_a,10,100,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,14.0814,218.657,82773.5,219519,6.01281,106.017,36251.6,209.83
case_a,10,100,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,101.24,2350.81,16289.1,220189,105.239,3467.42,8401.22,162.07
case_a,10,100,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,43.8258,725.543,23818.5,220330,9.39852,50.0998,5571.7,175.754
case_a,10,100,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,3.89104,92.2,257731,223551,0.409699,27.754,25771.4,92.6993
case_a,10,100,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,46.4063,708.971,21763.3,224344,5.05682,19.4175,2419.24,146.268
case_a,10,100,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,42.3456,707.4,24768.5,224487,9.53746,14.704,6108.59,132.252
case_a,10,300,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.36141,16.3571,728684,435979,0.146148,1.94667,65645.1,184.972
case_a,10,300,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,111.663,1837.44,8980.62,436729,6.62552,28.5107,530.567,303.027
case_a,10,300,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,118.619,1823.74,8635.4,436899,19.5404,57.2607,1497.12,316.892
case_a,10,300,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.83504,25.8286,546640,446680,0.255608,3.68407,71183.1,138.83
case_a,10,300,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,132.842,2290.39,7940.25,447503,40.0855,939.548,1620.29,274.134
case_a,10,300,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,126.603,2105.84,8376.95,447681,36.2323,369.396,2065.7,267.245
case_a,10,300,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,6.48574,132.714,156006,459318,0.904843,19.8999,19928.8,222.368
case_a,10,300,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,125.828,1987.43,7973.57,460137,8.08721,29.4703,503.186,130.678
case_a,10,300,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,128.633,1986.33,7885.56,460313,18.2339,38.6905,934.246,150.191
case_a,15,10,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.63044,23.1714,625728,107078,0.338334,6.43861,123309,29.7069
case_a,15,10,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,11.1499,224.586,90181.1,107216,1.08457,11.9279,8140.27,90.7258
case_a,15,10,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,9.16047,217.129,110349,107258,1.20383,9.02547,13033.4,71.7403
case_a,15,10,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.77722,30.0286,560286,107378,0.186966,6.19051,53627.6,66.8044
case_a,15,10,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,14.4987,279.571,73227.9,107638,4.24903,86.5482,17483,71.2285
case_a,15,10,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,10.3389,215.986,97987.2,107696,1.43463,13.2751,12469.3,73.4688
case_a,15,10,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,2.38451,69.8286,417431,107817,0.184782,6.14728,31343.1,77.5263
case_a,15,10,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,14.5987,232.171,68828.2,108170,1.24806,12.0156,5990.82,66.1161
case_a,15,10,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,11.9988,221.586,84759.2,108232,1.78913,8.71616,12456.6,77.31
case_a,15,30,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.4792,21.1714,669678,107807,0.124201,3.84262,53683.8,94.5692
case_a,15,30,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,20.948,397.771,47938.6,108190,1.64716,10.7531,3771.73,123.42
case_a,15,30,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,18.577,383.314,55176.7,108273,3.28455,16.9556,9406.14,111.559
case_a,15,30,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.98204,34.7857,503365,109209,0.220928,13.1374,48941,110.291
case_a,15,30,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,21.7895,405.786,46059.3,109671,1.61184,10.8612,3375.34,100.239
case_a,15,30,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,21.6568,389.843,47525.1,109785,4.04369,21.2335,8831.23,111.905
case_a,15,30,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,3.76131,117.486,266874,110862,0.396693,36.1536,29583.7,84.898
case_a,15,30,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,26.4648,409.471,37833.8,111546,1.298,10.4003,1896.73,83.1895
case_a,15,30,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,25.6392,408.914,40353.9,111642,5.20463,14.1252,8132.13,97.538
case_a,15,100,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.61187,22.2,615251,217653,0.132678,3.51757,48247.6,215.961
case_a,15,100,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,57.5207,1030.91,17646.3,218404,7.80963,59.0037,2322.32,163.102
case_a,15,100,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,56.2675,974.171,18224.8,218551,9.32724,21.8885,3267.13,150.389
case_a,15,100,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,2.17331,36.1143,459829,222922,0.23263,6.73756,49070.9,277.762
